True Yield,Prediction_Ours_500
29.91552733,40.0-50.0
0.0,0.0-15.0
29.68665622,40.0-50.0
5.094725505,15.0-30.0
41.46468331,0.0-15.0
19.42152909,15.0-30.0
58.32558385,0.0-15.0
41.80838188,30.0-40.0
51.07128287,30.0-40.0
82.40046293,0.0-15.0
67.97015702,30.0-40.0
32.5166032,30.0-40.0
33.74087377,40.0-50.0
95.38648822,30.0-40.0
16.76617673,0.0-15.0
45.08048043,0.0-15.0
3.434831672,0.0-15.0
49.51819322,30.0-40.0
89.47412112,0.0-15.0
1.859601121,30.0-40.0
17.87933698,0.0-15.0
47.2768797,40.0-50.0
8.073391293,0.0-15.0
0.39886034,0.0-15.0
6.999679881,15.0-30.0
50.58289676,0.0-15.0
41.28466002,40.0-50.0
12.21281347,30.0-40.0
37.39742705,15.0-30.0
24.6686189,60.0-70.0
5.005508734,15.0-30.0
14.02250347,15.0-30.0
11.0075153,30.0-40.0
28.39783953,50.0-60.0
13.63572226,0.0-15.0
60.25206697,60.0-70.0
26.96354436,50.0-60.0
72.98033012,50.0-60.0
0.695297498,15.0-30.0
13.02243467,15.0-30.0
2.118660091,0.0-15.0
0.747631534,70.0-85.0
74.20453315,0.0-15.0
64.96884309,30.0-40.0
0.0,0.0-15.0
26.14998957,30.0-40.0
1.44008073,15.0-30.0
28.75149591,0.0-15.0
51.15306518,30.0-40.0
5.460903942,0.0-15.0
63.06191521,40.0-50.0
54.63079808,40.0-50.0
0.0,40.0-50.0
41.68551837,15.0-30.0
16.57162393,0.0-15.0
37.07516302,50.0-60.0
2.249906301,30.0-40.0
6.90640733,40.0-50.0
12.88972347,40.0-50.0
36.62142901,70.0-85.0
14.51047679,85.0-100.0
54.56358173,0.0-15.0
79.01720716,0.0-15.0
0.546829898,0.0-15.0
53.12382569,0.0-15.0
50.10463357,0.0-15.0
81.35759178,50.0-60.0
9.850315112,15.0-30.0
50.4472159,30.0-40.0
13.57914578,0.0-15.0
49.15467449,30.0-40.0
16.82018282,85.0-100.0
83.08846167,85.0-100.0
3.551606076,85.0-100.0
59.21092574,30.0-40.0
11.13292009,40.0-50.0
43.16671419,70.0-85.0
41.0055284,40.0-50.0
0.0,0.0-15.0
