True Yield,Prediction_Ours_500
40.11142329,40.0-50.0
0.929191796,0.0-15.0
16.32124134,70.0-85.0
10.88559026,40.0-50.0
33.50615076,30.0-40.0
57.59970402,30.0-40.0
2.069142775,30.0-40.0
67.79255716,0.0-15.0
59.26239712,40.0-50.0
44.44212826,0.0-15.0
7.120028255,40.0-50.0
73.58359974,60.0-70.0
82.13737482,50.0-60.0
0.413827697,50.0-60.0
42.55967392,30.0-40.0
8.038113026,0.0-15.0
3.867385769,30.0-40.0
46.16924796,40.0-50.0
24.01338043,0.0-15.0
1.52899949,30.0-40.0
38.11608188,0.0-15.0
31.2588772,40.0-50.0
45.98289688,30.0-40.0
17.87933698,30.0-40.0
0.979807222,70.0-85.0
4.621114909,0.0-15.0
30.77223842,40.0-50.0
8.008432112,0.0-15.0
39.55792883,0.0-15.0
65.57301901,0.0-15.0
65.9488999,30.0-40.0
12.65611523,30.0-40.0
22.12521071,30.0-40.0
84.58893866,40.0-50.0
2.128691227,0.0-15.0
5.605744575,40.0-50.0
11.07544016,50.0-60.0
27.20831726,50.0-60.0
74.39518038,30.0-40.0
44.39407022,15.0-30.0
79.30639259,0.0-15.0
0.0,15.0-30.0
0.0,0.0-15.0
4.961974313,30.0-40.0
72.63770939,0.0-15.0
0.0,40.0-50.0
55.99062735,15.0-30.0
64.2716813,0.0-15.0
0.382305168,30.0-40.0
19.26994536,0.0-15.0
1.117675591,40.0-50.0
14.44407911,40.0-50.0
39.83155733,70.0-85.0
83.03295526,30.0-40.0
41.13226409,0.0-15.0
24.97274403,30.0-40.0
0.695599064,30.0-40.0
47.96214472,30.0-40.0
9.474964289,30.0-40.0
35.50826326,40.0-50.0
17.15607423,70.0-85.0
13.83920399,30.0-40.0
40.31664678,15.0-30.0
7.957289224,0.0-15.0
30.84474943,0.0-15.0
3.42165598,0.0-15.0
41.22664286,50.0-60.0
15.0324858,15.0-30.0
12.88972347,30.0-40.0
22.20180478,0.0-15.0
16.2490011,40.0-50.0
62.91956913,50.0-60.0
66.26745697,60.0-70.0
68.74074216,60.0-70.0
13.87079949,40.0-50.0
30.07960625,40.0-50.0
10.37235966,40.0-50.0
14.86219247,30.0-40.0
40.36775448,0.0-15.0
24.40165539,0.0-15.0
8.071196301,30.0-40.0
3.66151941,40.0-50.0
26.69194458,0.0-15.0
58.0174464,40.0-50.0
20.89901676,85.0-100.0
13.50296194,60.0-70.0
30.76250124,0.0-15.0
26.66040937,0.0-15.0
33.56777138,30.0-40.0
0.0,30.0-40.0
15.41389344,40.0-50.0
0.47110416,0.0-15.0
41.70005044,40.0-50.0
50.25936964,30.0-40.0
1.826315609,40.0-50.0
45.97105208,40.0-50.0
83.44233536,30.0-40.0
39.2434395,50.0-60.0
7.405890223,0.0-15.0
39.27719826,85.0-100.0
44.8781348,50.0-60.0
79.68761126,50.0-60.0
80.78104004,30.0-40.0
33.41994964,40.0-50.0
5.971176669,0.0-15.0
74.20453315,30.0-40.0
54.37431586,0.0-15.0
54.8424453,15.0-30.0
17.22825534,0.0-15.0
25.8434488,0.0-15.0
25.94022732,0.0-15.0
58.95423439,0.0-15.0
46.79588748,40.0-50.0
72.84831426,15.0-30.0
37.04718214,0.0-15.0
27.38026406,30.0-40.0
53.37807808,30.0-40.0
15.1458408,30.0-40.0
23.67114189,40.0-50.0
54.23706048,40.0-50.0
31.60555467,50.0-60.0
73.13965753,60.0-70.0
26.8708629,0.0-15.0
56.13504943,15.0-30.0
1.933202382,0.0-15.0
5.980979595,40.0-50.0
7.321293774,0.0-15.0
66.89026205,30.0-40.0
13.70204119,0.0-15.0
80.64990682,30.0-40.0
57.9744807,40.0-50.0
21.81045338,0.0-15.0
3.679918653,0.0-15.0
25.67305216,0.0-15.0
35.81675951,0.0-15.0
30.9794262,30.0-40.0
80.13587028,70.0-85.0
70.7141131,50.0-60.0
0.0,0.0-15.0
69.39855223,40.0-50.0
68.76495224,30.0-40.0
76.33726193,0.0-15.0
22.45064906,40.0-50.0
44.71241275,50.0-60.0
92.57247896,0.0-15.0
42.79858664,0.0-15.0
