True Yield,Prediction_Ours_500
9.46569581,14.8-29.6
21.66658644,14.8-29.6
23.68617418,14.8-29.6
35.13952712,14.8-29.6
30.4254394,29.6-39.5
33.8754215,29.6-39.5
22.61165831,14.8-29.6
31.61725517,14.8-29.6
38.14302674,29.6-39.5
29.97543001,14.8-29.6
68.84655406,14.8-29.6
86.68959994,29.6-39.5
65.93988128,14.8-29.6
70.2055639,29.6-39.5
91.39064225,29.6-39.5
56.83280355,14.8-29.6
73.64322424,29.6-39.5
84.85609846,29.6-39.5
24.90011385,14.8-29.6
32.00160024,29.6-39.5
69.39855223,29.6-39.5
76.83418769,29.6-39.5
54.58472012,29.6-39.5
77.8707536,29.6-39.5
63.8547365,29.6-39.5
70.28309787,29.6-39.5
84.69021766,29.6-39.5
16.1585109,14.8-29.6
24.60602271,14.8-29.6
68.0065648,14.8-29.6
55.08984272,0.0-14.8
34.68494953,0.0-14.8
67.67136056,14.8-29.6
64.02888238,0.0-14.8
45.30738516,0.0-14.8
86.20017514,14.8-29.6
12.98584411,14.8-29.6
16.82928554,14.8-29.6
15.69796379,14.8-29.6
10.59565991,14.8-29.6
32.92776022,29.6-39.5
32.36907857,29.6-39.5
14.11480355,29.6-39.5
39.19022489,29.6-39.5
38.26811211,29.6-39.5
31.29909936,14.8-29.6
69.39495874,14.8-29.6
88.44637346,29.6-39.5
52.85443039,29.6-39.5
80.58863006,29.6-39.5
86.19439925,29.6-39.5
54.63079808,29.6-39.5
76.63515592,29.6-39.5
86.00345438,29.6-39.5
23.70056273,14.8-29.6
32.19059222,29.6-39.5
50.80872036,29.6-39.5
68.99091328,29.6-39.5
78.17281005,29.6-39.5
86.12188158,29.6-39.5
69.08248124,29.6-39.5
63.40623793,39.5-49.4
87.76406197,29.6-39.5
19.27582448,14.8-29.6
17.3168226,14.8-29.6
44.47903411,14.8-29.6
74.61155282,14.8-29.6
61.91869342,14.8-29.6
89.88953077,29.6-39.5
80.49152522,39.5-49.4
38.32865111,14.8-29.6
81.37846659,14.8-29.6
13.98755594,14.8-29.6
22.49487977,14.8-29.6
26.31222578,14.8-29.6
7.972544215,14.8-29.6
4.510171982,14.8-29.6
6.536001371,14.8-29.6
19.78619625,14.8-29.6
24.23900204,29.6-39.5
32.16531055,29.6-39.5
7.147436012,14.8-29.6
11.68964545,14.8-29.6
14.22488447,14.8-29.6
30.38899776,14.8-29.6
54.22895975,29.6-39.5
73.07610721,14.8-29.6
19.47556274,14.8-29.6
8.246523526,14.8-29.6
14.03184959,14.8-29.6
62.426823,14.8-29.6
57.84627264,29.6-39.5
76.3025428,29.6-39.5
18.18990312,14.8-29.6
38.10999093,14.8-29.6
63.35366236,14.8-29.6
28.40072634,14.8-29.6
42.31281665,29.6-39.5
77.92695821,29.6-39.5
13.20129952,14.8-29.6
9.609943508,14.8-29.6
21.81045338,14.8-29.6
73.53944548,29.6-39.5
57.83107149,29.6-39.5
79.07949659,29.6-39.5
16.31613355,14.8-29.6
13.57914578,14.8-29.6
36.05565123,29.6-39.5
17.08713871,14.8-29.6
28.41978949,14.8-29.6
70.04834525,14.8-29.6
5.427048525,0.0-14.8
3.547951578,0.0-14.8
13.55922704,0.0-14.8
70.41045785,14.8-29.6
33.09635306,14.8-29.6
75.55480498,14.8-29.6
8.586375019,0.0-14.8
3.747141461,0.0-14.8
29.35743486,14.8-29.6
0.0,14.8-29.6
26.14998957,14.8-29.6
28.88381703,14.8-29.6
12.438351,14.8-29.6
10.00194934,14.8-29.6
18.83260332,14.8-29.6
0.0,14.8-29.6
0.0,14.8-29.6
7.156167613,14.8-29.6
17.200701,14.8-29.6
6.819997972,14.8-29.6
16.58042552,14.8-29.6
3.510094374,14.8-29.6
60.26102193,29.6-39.5
81.53694628,29.6-39.5
21.68221926,14.8-29.6
12.36409536,14.8-29.6
48.36115435,14.8-29.6
3.451949517,14.8-29.6
1.986478634,14.8-29.6
40.21576406,14.8-29.6
53.94447324,14.8-29.6
38.03832948,14.8-29.6
77.39811795,14.8-29.6
1.660025621,14.8-29.6
58.32558385,29.6-39.5
84.9300227,29.6-39.5
24.62070452,14.8-29.6
9.836570629,29.6-39.5
49.94868445,29.6-39.5
4.444109893,14.8-29.6
0.0,14.8-29.6
40.01187418,29.6-39.5
56.49708288,14.8-29.6
36.66758858,14.8-29.6
80.10225068,14.8-29.6
0.0,0.0-14.8
43.94688122,14.8-29.6
83.03295526,14.8-29.6
15.64688259,0.0-14.8
3.964447459,0.0-14.8
48.18783868,0.0-14.8
0.0,0.0-14.8
0.0,14.8-29.6
34.48220577,0.0-14.8
20.00288675,0.0-14.8
13.79100096,0.0-14.8
60.52865164,0.0-14.8
36.55522639,14.8-29.6
24.95662893,14.8-29.6
23.90935743,29.6-39.5
20.97581455,29.6-39.5
22.54874195,29.6-39.5
25.36847762,29.6-39.5
16.47592229,29.6-39.5
26.0695387,14.8-29.6
27.19452945,29.6-39.5
24.01631717,14.8-29.6
21.60400316,14.8-29.6
25.48313253,14.8-29.6
70.14701034,14.8-29.6
61.13755675,29.6-39.5
83.17489955,29.6-39.5
54.53336611,29.6-39.5
66.11270607,29.6-39.5
82.51131881,29.6-39.5
62.46560879,29.6-39.5
62.39976577,29.6-39.5
84.81458604,29.6-39.5
70.24905586,29.6-39.5
61.82340519,14.8-29.6
84.64975432,29.6-39.5
70.51359377,29.6-39.5
55.58164705,29.6-39.5
71.00136701,29.6-39.5
80.28534176,29.6-39.5
56.33395035,29.6-39.5
86.6996801,29.6-39.5
78.76794462,39.5-49.4
58.92871095,29.6-39.5
90.99050642,29.6-39.5
75.99606764,29.6-39.5
52.72286451,29.6-39.5
74.69880742,29.6-39.5
74.06067797,0.0-14.8
27.69709095,0.0-14.8
52.59936901,14.8-29.6
74.22961906,14.8-29.6
33.94683682,29.6-39.5
72.98033012,29.6-39.5
76.3099624,0.0-14.8
34.05189508,14.8-29.6
89.07661609,39.5-49.4
57.59970402,0.0-14.8
26.8260429,29.6-39.5
47.18415816,14.8-29.6
12.25099464,14.8-29.6
15.10135263,14.8-29.6
14.60964787,14.8-29.6
11.84842444,14.8-29.6
15.03293541,0.0-14.8
11.6539798,14.8-29.6
18.57739993,29.6-39.5
26.66040937,29.6-39.5
27.32636453,29.6-39.5
22.29411196,14.8-29.6
22.69659515,14.8-29.6
24.66006055,14.8-29.6
27.24876847,14.8-29.6
56.99401844,14.8-29.6
79.78226496,14.8-29.6
42.78380779,14.8-29.6
33.66124955,0.0-14.8
79.04497323,14.8-29.6
53.37807808,29.6-39.5
64.60204454,29.6-39.5
83.76441682,29.6-39.5
63.65319734,29.6-39.5
66.07394644,29.6-39.5
82.32171897,29.6-39.5
24.72320112,14.8-29.6
32.57727167,14.8-29.6
64.98015189,29.6-39.5
41.14460565,29.6-39.5
29.74076309,29.6-39.5
72.24358198,0.0-14.8
78.77070783,39.5-49.4
62.79572595,39.5-49.4
85.53405964,29.6-39.5
72.60987428,29.6-39.5
58.01064055,29.6-39.5
78.02488381,29.6-39.5
21.50066765,0.0-14.8
20.28381752,0.0-14.8
29.55686861,14.8-29.6
31.37415917,0.0-14.8
20.49711258,0.0-14.8
31.19527434,14.8-29.6
74.20453315,29.6-39.5
44.04139335,29.6-39.5
78.41262052,39.5-49.4
54.69797468,0.0-14.8
28.17135486,29.6-39.5
38.40380593,14.8-29.6
15.23875818,14.8-29.6
48.48749388,14.8-29.6
42.69485888,29.6-39.5
37.65445791,29.6-39.5
53.63578043,29.6-39.5
63.0697188,39.5-49.4
28.75149591,14.8-29.6
51.21654271,29.6-39.5
56.51667394,39.5-49.4
36.30636065,14.8-29.6
82.1847816,29.6-39.5
92.91423383,29.6-39.5
66.07082051,29.6-39.5
83.08846167,39.5-49.4
97.29293259,39.5-49.4
76.33726193,29.6-39.5
87.90201497,39.5-49.4
93.31083413,39.5-49.4
28.47849533,29.6-39.5
51.8134607,39.5-49.4
85.4419715,39.5-49.4
91.6524383,39.5-49.4
74.81544975,39.5-49.4
96.59121826,39.5-49.4
76.33612431,39.5-49.4
80.52782377,39.5-49.4
91.05627032,39.5-49.4
20.64357371,14.8-29.6
39.09372544,29.6-39.5
84.91024962,29.6-39.5
63.25759385,14.8-29.6
51.68395023,29.6-39.5
95.55515456,39.5-49.4
74.63930208,14.8-29.6
56.65401799,39.5-49.4
84.17796028,39.5-49.4
17.08756486,14.8-29.6
35.53815083,14.8-29.6
27.33482675,29.6-39.5
12.24156469,14.8-29.6
59.55262648,29.6-39.5
58.30938102,39.5-49.4
17.56349703,29.6-39.5
59.13712916,39.5-49.4
65.27849508,29.6-39.5
35.2030282,14.8-29.6
84.60201966,29.6-39.5
93.09950718,39.5-49.4
72.15476775,29.6-39.5
86.2541164,39.5-49.4
91.26694463,39.5-49.4
63.14714159,29.6-39.5
88.44485055,39.5-49.4
92.13719474,39.5-49.4
25.95507424,39.5-49.4
55.46040564,39.5-49.4
71.49385038,39.5-49.4
87.93113193,69.1-83.9
84.44355873,39.5-49.4
87.95919128,83.9-98.7
88.30829539,29.6-39.5
77.4707991,39.5-49.4
93.03255731,83.9-98.7
20.15990301,14.8-29.6
16.25514799,29.6-39.5
59.28097568,39.5-49.4
83.37705512,39.5-49.4
66.70576357,39.5-49.4
92.89765441,39.5-49.4
89.89767813,69.1-83.9
59.55424843,29.6-39.5
89.47412112,29.6-39.5
20.04239857,14.8-29.6
37.83294904,29.6-39.5
50.09944792,29.6-39.5
11.17697809,14.8-29.6
34.38173794,14.8-29.6
46.5446166,14.8-29.6
23.5354934,14.8-29.6
43.49187499,29.6-39.5
51.64764803,29.6-39.5
9.80291595,0.0-14.8
24.97534285,14.8-29.6
19.78249574,29.6-39.5
38.88072897,14.8-29.6
63.56431346,29.6-39.5
81.15618498,29.6-39.5
21.66443641,14.8-29.6
36.7072802,29.6-39.5
60.85990802,29.6-39.5
76.21686958,14.8-29.6
65.93366748,39.5-49.4
80.02551627,39.5-49.4
23.65087488,14.8-29.6
54.30595244,39.5-49.4
81.85780625,29.6-39.5
32.01759643,29.6-39.5
57.9744807,39.5-49.4
88.82757824,39.5-49.4
14.46827704,29.6-39.5
15.35251148,39.5-49.4
48.23235239,39.5-49.4
79.65524299,29.6-39.5
62.53871196,39.5-49.4
86.78620377,39.5-49.4
19.93006899,29.6-39.5
24.95867786,39.5-49.4
46.16924796,39.5-49.4
21.75875381,29.6-39.5
37.45572206,29.6-39.5
82.57086092,29.6-39.5
4.952408524,14.8-29.6
7.467378263,39.5-49.4
36.35900481,29.6-39.5
77.6347291,29.6-39.5
40.91072057,29.6-39.5
87.36384149,29.6-39.5
11.06445724,14.8-29.6
6.703331473,29.6-39.5
35.64598437,29.6-39.5
0.0,14.8-29.6
49.4018977,29.6-39.5
