True Yield,Prediction_Ours_500
9.46569581,0.0-14.8
21.66658644,0.0-14.8
23.68617418,29.6-39.5
35.13952712,14.8-29.6
30.4254394,0.0-14.8
33.8754215,49.4-59.2
22.61165831,14.8-29.6
31.61725517,0.0-14.8
38.14302674,49.4-59.2
29.97543001,0.0-14.8
68.84655406,0.0-14.8
86.68959994,0.0-14.8
65.93988128,14.8-29.6
70.2055639,0.0-14.8
91.39064225,49.4-59.2
56.83280355,0.0-14.8
73.64322424,0.0-14.8
84.85609846,59.2-69.1
24.90011385,0.0-14.8
32.00160024,0.0-14.8
69.39855223,0.0-14.8
76.83418769,14.8-29.6
54.58472012,0.0-14.8
77.8707536,29.6-39.5
63.8547365,39.5-49.4
70.28309787,0.0-14.8
84.69021766,29.6-39.5
16.1585109,0.0-14.8
24.60602271,0.0-14.8
68.0065648,0.0-14.8
55.08984272,0.0-14.8
34.68494953,0.0-14.8
67.67136056,14.8-29.6
64.02888238,0.0-14.8
45.30738516,0.0-14.8
86.20017514,39.5-49.4
12.98584411,14.8-29.6
16.82928554,0.0-14.8
15.69796379,29.6-39.5
10.59565991,14.8-29.6
32.92776022,49.4-59.2
32.36907857,69.1-83.9
14.11480355,14.8-29.6
39.19022489,69.1-83.9
38.26811211,69.1-83.9
31.29909936,0.0-14.8
69.39495874,0.0-14.8
88.44637346,29.6-39.5
52.85443039,14.8-29.6
80.58863006,49.4-59.2
86.19439925,69.1-83.9
54.63079808,14.8-29.6
76.63515592,69.1-83.9
86.00345438,69.1-83.9
23.70056273,0.0-14.8
32.19059222,0.0-14.8
50.80872036,0.0-14.8
68.99091328,39.5-49.4
78.17281005,29.6-39.5
86.12188158,29.6-39.5
69.08248124,14.8-29.6
63.40623793,69.1-83.9
87.76406197,69.1-83.9
19.27582448,0.0-14.8
17.3168226,0.0-14.8
44.47903411,0.0-14.8
74.61155282,0.0-14.8
61.91869342,0.0-14.8
89.88953077,39.5-49.4
80.49152522,14.8-29.6
38.32865111,14.8-29.6
81.37846659,29.6-39.5
13.98755594,14.8-29.6
22.49487977,14.8-29.6
26.31222578,39.5-49.4
7.972544215,14.8-29.6
4.510171982,0.0-14.8
6.536001371,0.0-14.8
19.78619625,14.8-29.6
24.23900204,29.6-39.5
32.16531055,39.5-49.4
7.147436012,14.8-29.6
11.68964545,0.0-14.8
14.22488447,29.6-39.5
30.38899776,14.8-29.6
54.22895975,0.0-14.8
73.07610721,39.5-49.4
19.47556274,0.0-14.8
8.246523526,0.0-14.8
14.03184959,0.0-14.8
62.426823,14.8-29.6
57.84627264,39.5-49.4
76.3025428,39.5-49.4
18.18990312,0.0-14.8
38.10999093,0.0-14.8
63.35366236,29.6-39.5
28.40072634,14.8-29.6
42.31281665,14.8-29.6
77.92695821,29.6-39.5
13.20129952,0.0-14.8
9.609943508,0.0-14.8
21.81045338,29.6-39.5
73.53944548,14.8-29.6
57.83107149,0.0-14.8
79.07949659,29.6-39.5
16.31613355,14.8-29.6
13.57914578,29.6-39.5
36.05565123,29.6-39.5
17.08713871,14.8-29.6
28.41978949,14.8-29.6
70.04834525,14.8-29.6
5.427048525,0.0-14.8
3.547951578,0.0-14.8
13.55922704,0.0-14.8
70.41045785,14.8-29.6
33.09635306,14.8-29.6
75.55480498,39.5-49.4
8.586375019,0.0-14.8
3.747141461,0.0-14.8
29.35743486,0.0-14.8
0.0,69.1-83.9
26.14998957,49.4-59.2
28.88381703,69.1-83.9
12.438351,0.0-14.8
10.00194934,0.0-14.8
18.83260332,49.4-59.2
0.0,0.0-14.8
0.0,0.0-14.8
7.156167613,49.4-59.2
17.200701,14.8-29.6
6.819997972,0.0-14.8
16.58042552,0.0-14.8
3.510094374,69.1-83.9
60.26102193,49.4-59.2
81.53694628,69.1-83.9
21.68221926,0.0-14.8
12.36409536,0.0-14.8
48.36115435,59.2-69.1
3.451949517,0.0-14.8
1.986478634,49.4-59.2
40.21576406,49.4-59.2
53.94447324,0.0-14.8
38.03832948,0.0-14.8
77.39811795,0.0-14.8
1.660025621,29.6-39.5
58.32558385,29.6-39.5
84.9300227,49.4-59.2
24.62070452,0.0-14.8
9.836570629,0.0-14.8
49.94868445,0.0-14.8
4.444109893,0.0-14.8
0.0,0.0-14.8
40.01187418,49.4-59.2
56.49708288,0.0-14.8
36.66758858,0.0-14.8
80.10225068,29.6-39.5
0.0,14.8-29.6
43.94688122,0.0-14.8
83.03295526,29.6-39.5
15.64688259,0.0-14.8
3.964447459,0.0-14.8
48.18783868,0.0-14.8
0.0,0.0-14.8
0.0,0.0-14.8
34.48220577,0.0-14.8
20.00288675,0.0-14.8
13.79100096,0.0-14.8
60.52865164,0.0-14.8
36.55522639,14.8-29.6
24.95662893,0.0-14.8
23.90935743,49.4-59.2
20.97581455,14.8-29.6
22.54874195,49.4-59.2
25.36847762,59.2-69.1
16.47592229,14.8-29.6
26.0695387,49.4-59.2
27.19452945,59.2-69.1
24.01631717,49.4-59.2
21.60400316,49.4-59.2
25.48313253,49.4-59.2
70.14701034,0.0-14.8
61.13755675,0.0-14.8
83.17489955,49.4-59.2
54.53336611,14.8-29.6
66.11270607,49.4-59.2
82.51131881,59.2-69.1
62.46560879,14.8-29.6
62.39976577,59.2-69.1
84.81458604,59.2-69.1
70.24905586,49.4-59.2
61.82340519,49.4-59.2
84.64975432,59.2-69.1
70.51359377,0.0-14.8
55.58164705,0.0-14.8
71.00136701,29.6-39.5
80.28534176,39.5-49.4
56.33395035,0.0-14.8
86.6996801,29.6-39.5
78.76794462,39.5-49.4
58.92871095,59.2-69.1
90.99050642,69.1-83.9
75.99606764,14.8-29.6
52.72286451,59.2-69.1
74.69880742,59.2-69.1
74.06067797,0.0-14.8
27.69709095,0.0-14.8
52.59936901,14.8-29.6
74.22961906,14.8-29.6
33.94683682,14.8-29.6
72.98033012,39.5-49.4
76.3099624,14.8-29.6
34.05189508,14.8-29.6
89.07661609,39.5-49.4
57.59970402,14.8-29.6
26.8260429,0.0-14.8
47.18415816,14.8-29.6
12.25099464,14.8-29.6
15.10135263,0.0-14.8
14.60964787,29.6-39.5
11.84842444,14.8-29.6
15.03293541,49.4-59.2
11.6539798,49.4-59.2
18.57739993,39.5-49.4
26.66040937,39.5-49.4
27.32636453,39.5-49.4
22.29411196,49.4-59.2
22.69659515,49.4-59.2
24.66006055,49.4-59.2
27.24876847,14.8-29.6
56.99401844,0.0-14.8
79.78226496,39.5-49.4
42.78380779,14.8-29.6
33.66124955,49.4-59.2
79.04497323,59.2-69.1
53.37807808,39.5-49.4
64.60204454,39.5-49.4
83.76441682,39.5-49.4
63.65319734,49.4-59.2
66.07394644,49.4-59.2
82.32171897,49.4-59.2
24.72320112,0.0-14.8
32.57727167,0.0-14.8
64.98015189,29.6-39.5
41.14460565,0.0-14.8
29.74076309,0.0-14.8
72.24358198,0.0-14.8
78.77070783,39.5-49.4
62.79572595,39.5-49.4
85.53405964,39.5-49.4
72.60987428,14.8-29.6
58.01064055,59.2-69.1
78.02488381,59.2-69.1
21.50066765,14.8-29.6
20.28381752,0.0-14.8
29.55686861,0.0-14.8
31.37415917,0.0-14.8
20.49711258,0.0-14.8
31.19527434,14.8-29.6
74.20453315,39.5-49.4
44.04139335,14.8-29.6
78.41262052,39.5-49.4
54.69797468,14.8-29.6
28.17135486,0.0-14.8
38.40380593,14.8-29.6
15.23875818,14.8-29.6
48.48749388,0.0-14.8
42.69485888,14.8-29.6
37.65445791,69.1-83.9
53.63578043,49.4-59.2
63.0697188,69.1-83.9
28.75149591,14.8-29.6
51.21654271,49.4-59.2
56.51667394,69.1-83.9
36.30636065,0.0-14.8
82.1847816,0.0-14.8
92.91423383,0.0-14.8
66.07082051,69.1-83.9
83.08846167,49.4-59.2
97.29293259,69.1-83.9
76.33726193,14.8-29.6
87.90201497,49.4-59.2
93.31083413,69.1-83.9
28.47849533,0.0-14.8
51.8134607,0.0-14.8
85.4419715,49.4-59.2
91.6524383,69.1-83.9
74.81544975,49.4-59.2
96.59121826,69.1-83.9
76.33612431,69.1-83.9
80.52782377,69.1-83.9
91.05627032,69.1-83.9
20.64357371,49.4-59.2
39.09372544,0.0-14.8
84.91024962,49.4-59.2
63.25759385,49.4-59.2
51.68395023,14.8-29.6
95.55515456,69.1-83.9
74.63930208,49.4-59.2
56.65401799,14.8-29.6
84.17796028,83.9-98.7
17.08756486,14.8-29.6
35.53815083,49.4-59.2
27.33482675,49.4-59.2
12.24156469,69.1-83.9
59.55262648,49.4-59.2
58.30938102,69.1-83.9
17.56349703,69.1-83.9
59.13712916,83.9-98.7
65.27849508,69.1-83.9
35.2030282,14.8-29.6
84.60201966,49.4-59.2
93.09950718,49.4-59.2
72.15476775,69.1-83.9
86.2541164,49.4-59.2
91.26694463,69.1-83.9
63.14714159,69.1-83.9
88.44485055,83.9-98.7
92.13719474,83.9-98.7
25.95507424,14.8-29.6
55.46040564,0.0-14.8
71.49385038,49.4-59.2
87.93113193,69.1-83.9
