True Yield,Prediction_Ours_500
9.46569581,0.0-14.8
21.66658644,0.0-14.8
23.68617418,0.0-14.8
35.13952712,0.0-14.8
30.4254394,0.0-14.8
33.8754215,0.0-14.8
22.61165831,0.0-14.8
31.61725517,0.0-14.8
38.14302674,0.0-14.8
29.97543001,0.0-14.8
68.84655406,14.8-29.6
86.68959994,14.8-29.6
65.93988128,0.0-14.8
70.2055639,14.8-29.6
91.39064225,29.6-39.5
56.83280355,0.0-14.8
73.64322424,0.0-14.8
84.85609846,29.6-39.5
24.90011385,0.0-14.8
32.00160024,0.0-14.8
69.39855223,14.8-29.6
76.83418769,0.0-14.8
54.58472012,29.6-39.5
77.8707536,29.6-39.5
63.8547365,0.0-14.8
70.28309787,29.6-39.5
84.69021766,29.6-39.5
16.1585109,0.0-14.8
24.60602271,0.0-14.8
68.0065648,14.8-29.6
55.08984272,0.0-14.8
34.68494953,0.0-14.8
67.67136056,39.5-49.4
64.02888238,0.0-14.8
45.30738516,0.0-14.8
86.20017514,29.6-39.5
12.98584411,0.0-14.8
16.82928554,0.0-14.8
15.69796379,14.8-29.6
10.59565991,0.0-14.8
32.92776022,0.0-14.8
32.36907857,0.0-14.8
14.11480355,0.0-14.8
39.19022489,0.0-14.8
38.26811211,0.0-14.8
31.29909936,14.8-29.6
69.39495874,14.8-29.6
88.44637346,29.6-39.5
52.85443039,14.8-29.6
80.58863006,14.8-29.6
86.19439925,14.8-29.6
54.63079808,0.0-14.8
76.63515592,14.8-29.6
86.00345438,29.6-39.5
23.70056273,14.8-29.6
32.19059222,29.6-39.5
50.80872036,29.6-39.5
68.99091328,0.0-14.8
78.17281005,0.0-14.8
86.12188158,29.6-39.5
69.08248124,0.0-14.8
63.40623793,0.0-14.8
87.76406197,29.6-39.5
19.27582448,14.8-29.6
17.3168226,14.8-29.6
44.47903411,29.6-39.5
74.61155282,0.0-14.8
61.91869342,0.0-14.8
89.88953077,14.8-29.6
80.49152522,0.0-14.8
38.32865111,0.0-14.8
81.37846659,14.8-29.6
13.98755594,0.0-14.8
22.49487977,0.0-14.8
26.31222578,0.0-14.8
7.972544215,0.0-14.8
4.510171982,0.0-14.8
6.536001371,0.0-14.8
19.78619625,0.0-14.8
24.23900204,0.0-14.8
32.16531055,0.0-14.8
7.147436012,0.0-14.8
11.68964545,0.0-14.8
14.22488447,0.0-14.8
30.38899776,0.0-14.8
54.22895975,0.0-14.8
73.07610721,14.8-29.6
19.47556274,0.0-14.8
8.246523526,0.0-14.8
14.03184959,14.8-29.6
62.426823,14.8-29.6
57.84627264,29.6-39.5
76.3025428,39.5-49.4
18.18990312,0.0-14.8
38.10999093,0.0-14.8
63.35366236,0.0-14.8
28.40072634,0.0-14.8
42.31281665,0.0-14.8
77.92695821,29.6-39.5
13.20129952,0.0-14.8
9.609943508,0.0-14.8
21.81045338,14.8-29.6
73.53944548,0.0-14.8
57.83107149,29.6-39.5
79.07949659,29.6-39.5
16.31613355,0.0-14.8
13.57914578,0.0-14.8
36.05565123,0.0-14.8
17.08713871,0.0-14.8
28.41978949,0.0-14.8
70.04834525,14.8-29.6
5.427048525,0.0-14.8
3.547951578,0.0-14.8
13.55922704,14.8-29.6
70.41045785,0.0-14.8
33.09635306,0.0-14.8
75.55480498,39.5-49.4
8.586375019,0.0-14.8
3.747141461,0.0-14.8
29.35743486,0.0-14.8
0.0,0.0-14.8
26.14998957,0.0-14.8
28.88381703,0.0-14.8
12.438351,0.0-14.8
10.00194934,0.0-14.8
18.83260332,0.0-14.8
0.0,0.0-14.8
0.0,0.0-14.8
7.156167613,0.0-14.8
17.200701,0.0-14.8
6.819997972,0.0-14.8
16.58042552,0.0-14.8
3.510094374,0.0-14.8
60.26102193,0.0-14.8
81.53694628,14.8-29.6
21.68221926,0.0-14.8
12.36409536,0.0-14.8
48.36115435,14.8-29.6
3.451949517,0.0-14.8
1.986478634,0.0-14.8
40.21576406,0.0-14.8
53.94447324,0.0-14.8
38.03832948,0.0-14.8
77.39811795,14.8-29.6
1.660025621,0.0-14.8
58.32558385,0.0-14.8
84.9300227,14.8-29.6
24.62070452,0.0-14.8
9.836570629,0.0-14.8
49.94868445,0.0-14.8
4.444109893,0.0-14.8
0.0,0.0-14.8
40.01187418,0.0-14.8
56.49708288,0.0-14.8
36.66758858,0.0-14.8
80.10225068,0.0-14.8
0.0,0.0-14.8
43.94688122,0.0-14.8
83.03295526,0.0-14.8
15.64688259,0.0-14.8
3.964447459,0.0-14.8
48.18783868,0.0-14.8
0.0,0.0-14.8
0.0,0.0-14.8
34.48220577,0.0-14.8
20.00288675,0.0-14.8
13.79100096,0.0-14.8
60.52865164,0.0-14.8
36.55522639,0.0-14.8
24.95662893,0.0-14.8
23.90935743,0.0-14.8
20.97581455,0.0-14.8
22.54874195,0.0-14.8
25.36847762,14.8-29.6
16.47592229,0.0-14.8
26.0695387,0.0-14.8
27.19452945,14.8-29.6
24.01631717,0.0-14.8
21.60400316,0.0-14.8
25.48313253,0.0-14.8
70.14701034,14.8-29.6
61.13755675,14.8-29.6
83.17489955,39.5-49.4
54.53336611,14.8-29.6
66.11270607,14.8-29.6
82.51131881,29.6-39.5
62.46560879,29.6-39.5
62.39976577,29.6-39.5
84.81458604,39.5-49.4
70.24905586,14.8-29.6
61.82340519,29.6-39.5
84.64975432,29.6-39.5
70.51359377,14.8-29.6
55.58164705,14.8-29.6
71.00136701,29.6-39.5
80.28534176,14.8-29.6
56.33395035,14.8-29.6
86.6996801,29.6-39.5
78.76794462,29.6-39.5
58.92871095,29.6-39.5
90.99050642,39.5-49.4
75.99606764,14.8-29.6
52.72286451,29.6-39.5
74.69880742,29.6-39.5
74.06067797,14.8-29.6
27.69709095,14.8-29.6
52.59936901,14.8-29.6
74.22961906,14.8-29.6
33.94683682,14.8-29.6
72.98033012,14.8-29.6
76.3099624,14.8-29.6
34.05189508,29.6-39.5
89.07661609,39.5-49.4
57.59970402,0.0-14.8
26.8260429,14.8-29.6
47.18415816,29.6-39.5
12.25099464,0.0-14.8
15.10135263,0.0-14.8
14.60964787,0.0-14.8
11.84842444,0.0-14.8
15.03293541,0.0-14.8
11.6539798,0.0-14.8
18.57739993,0.0-14.8
26.66040937,0.0-14.8
27.32636453,14.8-29.6
22.29411196,0.0-14.8
22.69659515,0.0-14.8
24.66006055,0.0-14.8
27.24876847,0.0-14.8
56.99401844,0.0-14.8
79.78226496,14.8-29.6
42.78380779,0.0-14.8
33.66124955,14.8-29.6
79.04497323,14.8-29.6
53.37807808,29.6-39.5
64.60204454,29.6-39.5
83.76441682,29.6-39.5
63.65319734,0.0-14.8
66.07394644,0.0-14.8
82.32171897,29.6-39.5
24.72320112,0.0-14.8
32.57727167,0.0-14.8
64.98015189,14.8-29.6
41.14460565,0.0-14.8
29.74076309,0.0-14.8
72.24358198,29.6-39.5
78.77070783,29.6-39.5
62.79572595,29.6-39.5
85.53405964,29.6-39.5
72.60987428,0.0-14.8
58.01064055,0.0-14.8
78.02488381,29.6-39.5
21.50066765,0.0-14.8
20.28381752,0.0-14.8
29.55686861,0.0-14.8
31.37415917,0.0-14.8
20.49711258,0.0-14.8
31.19527434,14.8-29.6
74.20453315,29.6-39.5
44.04139335,29.6-39.5
78.41262052,29.6-39.5
54.69797468,0.0-14.8
28.17135486,0.0-14.8
38.40380593,14.8-29.6
15.23875818,0.0-14.8
48.48749388,0.0-14.8
42.69485888,14.8-29.6
37.65445791,0.0-14.8
53.63578043,0.0-14.8
63.0697188,29.6-39.5
28.75149591,0.0-14.8
51.21654271,0.0-14.8
56.51667394,29.6-39.5
36.30636065,14.8-29.6
82.1847816,29.6-39.5
92.91423383,69.1-83.9
66.07082051,39.5-49.4
83.08846167,49.4-59.2
97.29293259,69.1-83.9
76.33726193,39.5-49.4
87.90201497,39.5-49.4
93.31083413,49.4-59.2
28.47849533,29.6-39.5
51.8134607,29.6-39.5
85.4419715,69.1-83.9
91.6524383,39.5-49.4
74.81544975,49.4-59.2
96.59121826,69.1-83.9
76.33612431,39.5-49.4
80.52782377,39.5-49.4
91.05627032,49.4-59.2
20.64357371,14.8-29.6
39.09372544,29.6-39.5
84.91024962,69.1-83.9
63.25759385,39.5-49.4
51.68395023,39.5-49.4
95.55515456,49.4-59.2
74.63930208,39.5-49.4
56.65401799,39.5-49.4
84.17796028,39.5-49.4
17.08756486,14.8-29.6
35.53815083,14.8-29.6
27.33482675,14.8-29.6
12.24156469,0.0-14.8
59.55262648,14.8-29.6
58.30938102,14.8-29.6
17.56349703,0.0-14.8
59.13712916,0.0-14.8
65.27849508,14.8-29.6
35.2030282,39.5-49.4
84.60201966,49.4-59.2
93.09950718,69.1-83.9
72.15476775,14.8-29.6
86.2541164,49.4-59.2
91.26694463,69.1-83.9
63.14714159,49.4-59.2
88.44485055,49.4-59.2
92.13719474,69.1-83.9
25.95507424,39.5-49.4
55.46040564,59.2-69.1
71.49385038,69.1-83.9
87.93113193,29.6-39.5
