True Yield,Prediction_Ours_500
9.46569581,0.0-14.8
21.66658644,29.6-39.5
23.68617418,29.6-39.5
35.13952712,0.0-14.8
30.4254394,39.5-49.4
33.8754215,39.5-49.4
22.61165831,0.0-14.8
31.61725517,0.0-14.8
38.14302674,0.0-14.8
29.97543001,14.8-29.6
68.84655406,29.6-39.5
86.68959994,29.6-39.5
65.93988128,14.8-29.6
70.2055639,39.5-49.4
91.39064225,39.5-49.4
56.83280355,0.0-14.8
73.64322424,39.5-49.4
84.85609846,39.5-49.4
24.90011385,0.0-14.8
32.00160024,29.6-39.5
69.39855223,29.6-39.5
76.83418769,39.5-49.4
54.58472012,39.5-49.4
77.8707536,39.5-49.4
63.8547365,0.0-14.8
70.28309787,39.5-49.4
84.69021766,39.5-49.4
16.1585109,0.0-14.8
24.60602271,29.6-39.5
68.00656479999999,29.6-39.5
55.08984272,0.0-14.8
34.68494953,39.5-49.4
67.67136056,39.5-49.4
64.02888238,0.0-14.8
45.30738516,39.5-49.4
86.20017514,0.0-14.8
12.98584411,0.0-14.8
16.82928554,0.0-14.8
15.69796379,0.0-14.8
10.59565991,0.0-14.8
32.92776022,29.6-39.5
32.36907857,29.6-39.5
14.11480355,0.0-14.8
39.19022489,14.8-29.6
38.26811211,14.8-29.6
31.29909936,0.0-14.8
69.39495874,29.6-39.5
88.44637346,29.6-39.5
52.85443039,14.8-29.6
80.58863006,29.6-39.5
86.19439925,29.6-39.5
54.63079808,14.8-29.6
76.63515592,39.5-49.4
86.00345438,39.5-49.4
23.70056273,0.0-14.8
32.19059222,29.6-39.5
50.80872036,29.6-39.5
68.99091328,29.6-39.5
78.17281005,29.6-39.5
86.12188158,29.6-39.5
69.08248124,0.0-14.8
63.40623793,39.5-49.4
87.76406197,39.5-49.4
19.27582448,0.0-14.8
17.316822600000002,0.0-14.8
44.47903411,0.0-14.8
74.61155282,0.0-14.8
61.91869342,29.6-39.5
89.88953077,29.6-39.5
80.49152522,0.0-14.8
38.32865111,14.8-29.6
81.37846659,14.8-29.6
13.98755594,0.0-14.8
22.49487977,0.0-14.8
26.31222578,14.8-29.6
7.972544215,0.0-14.8
4.510171982,29.6-39.5
6.536001371,29.6-39.5
19.78619625,0.0-14.8
24.23900204,0.0-14.8
32.16531055,14.8-29.6
7.147436012000001,0.0-14.8
11.68964545,0.0-14.8
14.22488447,0.0-14.8
30.38899776,14.8-29.6
54.22895975,29.6-39.5
73.07610721,29.6-39.5
19.47556274,14.8-29.6
8.246523526,29.6-39.5
14.03184959,39.5-49.4
62.426823,14.8-29.6
57.84627264,14.8-29.6
76.3025428,14.8-29.6
18.18990312,0.0-14.8
38.10999093,14.8-29.6
63.35366236,14.8-29.6
28.40072634,0.0-14.8
42.31281665,29.6-39.5
77.92695821,29.6-39.5
13.20129952,0.0-14.8
9.609943507999999,29.6-39.5
21.81045338,39.5-49.4
73.53944548,0.0-14.8
57.83107149,29.6-39.5
79.07949659,29.6-39.5
16.31613355,0.0-14.8
13.57914578,29.6-39.5
36.05565123,0.0-14.8
17.08713871,0.0-14.8
28.41978949,0.0-14.8
70.04834525,14.8-29.6
5.427048525,0.0-14.8
3.547951578,29.6-39.5
13.55922704,39.5-49.4
70.41045785,0.0-14.8
33.09635306,0.0-14.8
75.55480498,14.8-29.6
8.586375019,0.0-14.8
3.7471414610000013,0.0-14.8
29.35743486,0.0-14.8
0.0,0.0-14.8
26.14998957,0.0-14.8
28.88381703,0.0-14.8
12.438350999999999,14.8-29.6
10.00194934,14.8-29.6
18.83260332,14.8-29.6
0.0,0.0-14.8
0.0,0.0-14.8
7.156167612999999,0.0-14.8
17.200701000000002,0.0-14.8
6.819997972,0.0-14.8
16.58042552,14.8-29.6
3.510094374,0.0-14.8
60.26102193,29.6-39.5
81.53694628,29.6-39.5
21.68221926,14.8-29.6
12.36409536,14.8-29.6
48.36115435,14.8-29.6
3.451949517,0.0-14.8
1.986478634,0.0-14.8
40.21576406,14.8-29.6
53.94447324,14.8-29.6
38.03832948,29.6-39.5
77.39811795,29.6-39.5
1.660025621,0.0-14.8
58.32558385,29.6-39.5
84.93002270000002,29.6-39.5
24.62070452,14.8-29.6
9.836570629,14.8-29.6
49.94868445,14.8-29.6
4.444109893,0.0-14.8
0.0,29.6-39.5
40.01187418,0.0-14.8
56.49708288,0.0-14.8
36.66758858,29.6-39.5
80.10225068,29.6-39.5
0.0,0.0-14.8
43.94688122,0.0-14.8
83.03295526,0.0-14.8
15.64688259,14.8-29.6
3.9644474589999996,14.8-29.6
48.18783868,14.8-29.6
0.0,0.0-14.8
0.0,0.0-14.8
34.48220577,0.0-14.8
