True Yield,Prediction_Ours_500
9.46569581,0.0-14.8
21.66658644,0.0-14.8
23.68617418,14.8-29.6
35.13952712,0.0-14.8
30.4254394,0.0-14.8
33.8754215,29.6-39.5
22.61165831,0.0-14.8
31.61725517,14.8-29.6
38.14302674,29.6-39.5
29.97543001,14.8-29.6
68.84655406,29.6-39.5
86.68959994,29.6-39.5
65.93988128,39.5-49.4
70.2055639,39.5-49.4
91.39064225,39.5-49.4
56.83280355,39.5-49.4
73.64322424,39.5-49.4
84.85609846,39.5-49.4
24.90011385,0.0-14.8
32.00160024,14.8-29.6
69.39855223,29.6-39.5
76.83418769,39.5-49.4
54.58472012,39.5-49.4
77.8707536,39.5-49.4
63.8547365,29.6-39.5
70.28309787,29.6-39.5
84.69021766,39.5-49.4
16.1585109,0.0-14.8
24.60602271,14.8-29.6
68.0065648,29.6-39.5
55.08984272,29.6-39.5
34.68494953,29.6-39.5
67.67136056,39.5-49.4
64.02888238,14.8-29.6
45.30738516,29.6-39.5
86.20017514,39.5-49.4
12.98584411,0.0-14.8
16.82928554,0.0-14.8
15.69796379,0.0-14.8
10.59565991,0.0-14.8
32.92776022,0.0-14.8
32.36907857,14.8-29.6
14.11480355,0.0-14.8
39.19022489,0.0-14.8
38.26811211,0.0-14.8
31.29909936,0.0-14.8
69.39495874,29.6-39.5
88.44637346,39.5-49.4
52.85443039,14.8-29.6
80.58863006,29.6-39.5
86.19439925,39.5-49.4
54.63079808,0.0-14.8
76.63515592,29.6-39.5
86.00345438,39.5-49.4
23.70056273,0.0-14.8
32.19059222,0.0-14.8
50.80872036,39.5-49.4
68.99091328,0.0-14.8
78.17281005,14.8-29.6
86.12188158,29.6-39.5
69.08248124,0.0-14.8
63.40623793,0.0-14.8
87.76406197,39.5-49.4
19.27582448,0.0-14.8
17.3168226,0.0-14.8
44.47903411,29.6-39.5
74.61155282,0.0-14.8
61.91869342,14.8-29.6
89.88953077,29.6-39.5
80.49152522,0.0-14.8
38.32865111,0.0-14.8
81.37846659,29.6-39.5
13.98755594,0.0-14.8
22.49487977,0.0-14.8
26.31222578,0.0-14.8
7.972544215,0.0-14.8
4.510171982,0.0-14.8
6.536001371,0.0-14.8
19.78619625,0.0-14.8
24.23900204,0.0-14.8
32.16531055,29.6-39.5
7.147436012,0.0-14.8
11.68964545,0.0-14.8
14.22488447,0.0-14.8
30.38899776,14.8-29.6
54.22895975,29.6-39.5
73.07610721,39.5-49.4
19.47556274,0.0-14.8
8.246523526,14.8-29.6
14.03184959,29.6-39.5
62.426823,39.5-49.4
57.84627264,39.5-49.4
76.3025428,39.5-49.4
18.18990312,0.0-14.8
38.10999093,0.0-14.8
63.35366236,29.6-39.5
28.40072634,0.0-14.8
42.31281665,0.0-14.8
77.92695821,29.6-39.5
13.20129952,0.0-14.8
9.609943508,0.0-14.8
21.81045338,14.8-29.6
73.53944548,0.0-14.8
57.83107149,39.5-49.4
79.07949659,39.5-49.4
16.31613355,0.0-14.8
13.57914578,0.0-14.8
36.05565123,0.0-14.8
17.08713871,0.0-14.8
28.41978949,0.0-14.8
70.04834525,29.6-39.5
5.427048525,0.0-14.8
3.547951578,0.0-14.8
13.55922704,14.8-29.6
70.41045785,0.0-14.8
33.09635306,39.5-49.4
75.55480498,39.5-49.4
8.586375019,0.0-14.8
3.747141461,0.0-14.8
29.35743486,0.0-14.8
0.0,0.0-14.8
26.14998957,0.0-14.8
28.88381703,14.8-29.6
12.438351,0.0-14.8
10.00194934,0.0-14.8
18.83260332,0.0-14.8
0.0,0.0-14.8
0.0,0.0-14.8
7.156167613,0.0-14.8
17.200701,0.0-14.8
6.819997972,0.0-14.8
16.58042552,0.0-14.8
3.510094374,14.8-29.6
60.26102193,29.6-39.5
81.53694628,29.6-39.5
21.68221926,0.0-14.8
12.36409536,14.8-29.6
48.36115435,14.8-29.6
3.451949517,0.0-14.8
1.986478634,0.0-14.8
40.21576406,0.0-14.8
53.94447324,0.0-14.8
38.03832948,14.8-29.6
77.39811795,29.6-39.5
1.660025621,0.0-14.8
58.32558385,14.8-29.6
84.9300227,29.6-39.5
24.62070452,0.0-14.8
9.836570629,0.0-14.8
49.94868445,14.8-29.6
4.444109893,0.0-14.8
0.0,0.0-14.8
40.01187418,0.0-14.8
56.49708288,0.0-14.8
36.66758858,0.0-14.8
80.10225068,14.8-29.6
0.0,0.0-14.8
43.94688122,0.0-14.8
83.03295526,29.6-39.5
15.64688259,0.0-14.8
3.964447459,0.0-14.8
48.18783868,14.8-29.6
0.0,0.0-14.8
0.0,0.0-14.8
34.48220577,0.0-14.8
20.00288675,0.0-14.8
13.79100096,0.0-14.8
60.52865164,14.8-29.6
36.55522639,0.0-14.8
24.95662893,14.8-29.6
23.90935743,29.6-39.5
20.97581455,0.0-14.8
22.54874195,0.0-14.8
25.36847762,14.8-29.6
16.47592229,14.8-29.6
26.0695387,29.6-39.5
27.19452945,29.6-39.5
24.01631717,0.0-14.8
21.60400316,0.0-14.8
25.48313253,14.8-29.6
70.14701034,29.6-39.5
61.13755675,29.6-39.5
83.17489955,39.5-49.4
54.53336611,29.6-39.5
66.11270607,29.6-39.5
82.51131881,39.5-49.4
62.46560879,39.5-49.4
62.39976577,39.5-49.4
84.81458604,39.5-49.4
70.24905586,14.8-29.6
61.82340519,29.6-39.5
84.64975432,39.5-49.4
70.51359377,29.6-39.5
55.58164705,29.6-39.5
71.00136701,39.5-49.4
80.28534176,14.8-29.6
56.33395035,29.6-39.5
86.6996801,39.5-49.4
78.76794462,29.6-39.5
58.92871095,29.6-39.5
90.99050642,39.5-49.4
75.99606764,0.0-14.8
52.72286451,0.0-14.8
74.69880742,29.6-39.5
74.06067797,29.6-39.5
27.69709095,29.6-39.5
52.59936901,29.6-39.5
74.22961906,14.8-29.6
33.94683682,29.6-39.5
72.98033012,29.6-39.5
76.3099624,29.6-39.5
34.05189508,29.6-39.5
89.07661609,39.5-49.4
57.59970402,0.0-14.8
26.8260429,0.0-14.8
47.18415816,29.6-39.5
12.25099464,0.0-14.8
15.10135263,0.0-14.8
14.60964787,0.0-14.8
11.84842444,0.0-14.8
15.03293541,0.0-14.8
11.6539798,14.8-29.6
18.57739993,0.0-14.8
26.66040937,14.8-29.6
27.32636453,29.6-39.5
22.29411196,0.0-14.8
22.69659515,0.0-14.8
24.66006055,29.6-39.5
27.24876847,14.8-29.6
56.99401844,14.8-29.6
79.78226496,29.6-39.5
42.78380779,14.8-29.6
33.66124955,29.6-39.5
79.04497323,39.5-49.4
53.37807808,29.6-39.5
64.60204454,29.6-39.5
83.76441682,39.5-49.4
63.65319734,29.6-39.5
66.07394644,29.6-39.5
82.32171897,39.5-49.4
24.72320112,0.0-14.8
32.57727167,0.0-14.8
64.98015189,29.6-39.5
41.14460565,0.0-14.8
29.74076309,14.8-29.6
72.24358198,29.6-39.5
78.77070783,14.8-29.6
62.79572595,29.6-39.5
85.53405964,39.5-49.4
72.60987428,0.0-14.8
58.01064055,29.6-39.5
78.02488381,39.5-49.4
21.50066765,0.0-14.8
20.28381752,0.0-14.8
29.55686861,14.8-29.6
31.37415917,0.0-14.8
20.49711258,14.8-29.6
31.19527434,29.6-39.5
74.20453315,14.8-29.6
44.04139335,29.6-39.5
78.41262052,39.5-49.4
54.69797468,0.0-14.8
28.17135486,29.6-39.5
38.40380593,29.6-39.5
15.23875818,0.0-14.8
48.48749388,14.8-29.6
42.69485888,14.8-29.6
37.65445791,14.8-29.6
53.63578043,29.6-39.5
63.0697188,39.5-49.4
28.75149591,14.8-29.6
51.21654271,14.8-29.6
56.51667394,39.5-49.4
36.30636065,14.8-29.6
82.1847816,29.6-39.5
92.91423383,49.4-59.2
66.07082051,59.2-69.1
83.08846167,59.2-69.1
97.29293259,69.1-83.9
76.33726193,59.2-69.1
87.90201497,49.4-59.2
93.31083413,59.2-69.1
28.47849533,14.8-29.6
51.8134607,14.8-29.6
85.4419715,49.4-59.2
91.6524383,59.2-69.1
74.81544975,59.2-69.1
96.59121826,69.1-83.9
76.33612431,49.4-59.2
80.52782377,49.4-59.2
91.05627032,59.2-69.1
20.64357371,14.8-29.6
39.09372544,14.8-29.6
84.91024962,39.5-49.4
63.25759385,59.2-69.1
51.68395023,49.4-59.2
95.55515456,69.1-83.9
74.63930208,49.4-59.2
56.65401799,49.4-59.2
84.17796028,59.2-69.1
17.08756486,0.0-14.8
35.53815083,0.0-14.8
27.33482675,14.8-29.6
12.24156469,0.0-14.8
59.55262648,14.8-29.6
58.30938102,14.8-29.6
17.56349703,0.0-14.8
59.13712916,0.0-14.8
65.27849508,14.8-29.6
35.2030282,59.2-69.1
84.60201966,49.4-59.2
93.09950718,59.2-69.1
72.15476775,49.4-59.2
86.2541164,49.4-59.2
91.26694463,49.4-59.2
63.14714159,49.4-59.2
88.44485055,49.4-59.2
92.13719474,59.2-69.1
25.95507424,59.2-69.1
55.46040564,49.4-59.2
71.49385038,59.2-69.1
87.93113193,14.8-29.6
