True Yield,Prediction_Ours_500
7.802080337,0.0-15.0
2.84616447,0.0-15.0
3.920306162,0.0-15.0
0.960810012,0.0-15.0
0.705195152,0.0-15.0
0.5468298979999999,30.0-40.0
4.9923792360000006,0.0-15.0
4.179760101,0.0-15.0
4.206951598,0.0-15.0
7.641917877999999,0.0-15.0
2.599454304,15.0-30.0
15.31942872,15.0-30.0
0.705225291,0.0-15.0
0.595872872,0.0-15.0
0.6467788210000001,70.0-85.0
3.4201663410000003,0.0-15.0
2.74612364,0.0-15.0
4.582095156,70.0-85.0
4.337310253,0.0-15.0
0.0,0.0-15.0
0.0,0.0-15.0
0.910655456,0.0-15.0
0.0,30.0-40.0
0.0,70.0-85.0
0.8589748359999999,0.0-15.0
1.497954505,0.0-15.0
0.0,0.0-15.0
3.595206135,0.0-15.0
0.57693322,0.0-15.0
2.173414859,0.0-15.0
1.112658983,0.0-15.0
0.0,30.0-40.0
0.544984175,70.0-85.0
0.7376310779999999,0.0-15.0
0.778234105,0.0-15.0
1.087256852,0.0-15.0
8.323184663,0.0-15.0
1.932595354,15.0-30.0
2.331533569,15.0-30.0
9.085602443,15.0-30.0
5.370036774,15.0-30.0
4.67315366,15.0-30.0
4.111488109,0.0-15.0
2.0057320830000003,15.0-30.0
1.922791563,15.0-30.0
6.853480142,15.0-30.0
16.2490011,15.0-30.0
4.695061055,15.0-30.0
6.591475121,70.0-85.0
3.622466468,15.0-30.0
3.012114112,15.0-30.0
3.893641215,15.0-30.0
3.848767902,0.0-15.0
0.0,15.0-30.0
7.805738503,15.0-30.0
5.429390182000001,0.0-15.0
2.461539411,15.0-30.0
9.034825048,15.0-30.0
7.259312325,0.0-15.0
0.0,0.0-15.0
4.2283815680000005,15.0-30.0
6.264897465,0.0-15.0
0.6204804079999999,15.0-30.0
7.120028255,15.0-30.0
4.246823607,15.0-30.0
2.615785832,15.0-30.0
3.135484875,15.0-30.0
1.117675591,0.0-15.0
0.8414591229999999,15.0-30.0
0.968826586,15.0-30.0
7.911192525,0.0-15.0
3.045865819,0.0-15.0
2.547971795,0.0-15.0
0.689951869,0.0-15.0
0.0,0.0-15.0
0.0,0.0-15.0
10.30004263,0.0-15.0
3.019148584,15.0-30.0
2.841459947,15.0-30.0
6.90640733,0.0-15.0
0.0,0.0-15.0
3.462173057,0.0-15.0
2.8893303610000003,0.0-15.0
1.095223411,0.0-15.0
5.49871711,15.0-30.0
4.522238884,0.0-15.0
0.0,0.0-15.0
0.0,0.0-15.0
13.82100293,15.0-30.0
4.451923676,15.0-30.0
5.620589612000001,40.0-50.0
4.278834497,0.0-15.0
0.478819391,0.0-15.0
16.12823791,15.0-30.0
2.658633939,0.0-15.0
5.4796607260000005,0.0-15.0
5.688672061,0.0-15.0
1.034854608,0.0-15.0
3.549284452,0.0-15.0
3.20619178,0.0-15.0
1.372286353,0.0-15.0
5.094725505,30.0-40.0
7.18319285,30.0-40.0
3.257714985,0.0-15.0
4.103392125,0.0-15.0
12.47762059,0.0-15.0
0.628858286,0.0-15.0
0.375286042,0.0-15.0
1.379250532,0.0-15.0
0.8366448879999999,0.0-15.0
0.0,0.0-15.0
0.0,0.0-15.0
0.66547915,0.0-15.0
1.279456438,15.0-30.0
1.542228309,30.0-40.0
0.526967727,0.0-15.0
0.0,0.0-15.0
2.373221649,0.0-15.0
0.0,0.0-15.0
2.86790041,0.0-15.0
2.68757234,0.0-15.0
14.86219247,0.0-15.0
0.0,0.0-15.0
1.52899949,0.0-15.0
0.0,0.0-15.0
0.0,0.0-15.0
3.525705852,0.0-15.0
8.822068949,0.0-15.0
2.570236026,0.0-15.0
5.163801227,15.0-30.0
0.0,0.0-15.0
2.408749938,0.0-15.0
2.853941347,0.0-15.0
4.57865157,0.0-15.0
0.0,0.0-15.0
13.56968075,15.0-30.0
0.400015161,0.0-15.0
0.518126221,0.0-15.0
14.32160153,0.0-15.0
5.628261366,0.0-15.0
4.0644436960000005,15.0-30.0
11.31698923,15.0-30.0
9.08121194,0.0-15.0
6.866213056,0.0-15.0
7.228003442999999,0.0-15.0
8.038113026,0.0-15.0
0.0,0.0-15.0
7.689322987000001,0.0-15.0
9.606838288,0.0-15.0
0.8551124720000001,0.0-15.0
13.65409275,0.0-15.0
9.228754169,0.0-15.0
9.58087319,0.0-15.0
13.45243807,15.0-30.0
0.0,0.0-15.0
1.161532817,0.0-15.0
1.226267555,0.0-15.0
1.582170389,0.0-15.0
0.0,0.0-15.0
0.954745242,0.0-15.0
0.0,0.0-15.0
0.0,0.0-15.0
6.9499718360000005,0.0-15.0
1.999177844,0.0-15.0
1.039903259,0.0-15.0
1.753987647,15.0-30.0
7.676008537,0.0-15.0
1.188847918,0.0-15.0
0.662349524,0.0-15.0
3.5977898880000003,0.0-15.0
3.418730848,0.0-15.0
2.217163117,30.0-40.0
13.26153778,15.0-30.0
6.2629300720000005,15.0-30.0
5.967393026,15.0-30.0
0.340410651,0.0-15.0
0.72962294,0.0-15.0
0.94272788,0.0-15.0
10.90397812,0.0-15.0
1.3589469669999998,0.0-15.0
1.442502721,70.0-85.0
9.850315112,0.0-15.0
3.373624056,30.0-40.0
3.864236463,40.0-50.0
9.771808987,15.0-30.0
5.06261629,15.0-30.0
5.460903942000001,15.0-30.0
0.6491105420000001,0.0-15.0
0.638545637,0.0-15.0
0.609947969,0.0-15.0
6.975926865,0.0-15.0
3.554195282,0.0-15.0
4.04132523,70.0-85.0
7.810317962999999,30.0-40.0
4.7108856,30.0-40.0
4.961974313,30.0-40.0
9.444894792,15.0-30.0
7.74850436,15.0-30.0
12.64243358,40.0-50.0
4.950264204,0.0-15.0
3.678633066,0.0-15.0
4.390150349,30.0-40.0
2.294941324,0.0-15.0
0.695599064,0.0-15.0
0.665471445,70.0-85.0
0.0,0.0-15.0
0.817066768,30.0-40.0
0.789038452,30.0-40.0
2.350274713,15.0-30.0
2.42184546,15.0-30.0
2.579355469,15.0-30.0
0.0,0.0-15.0
0.489724505,0.0-15.0
0.490842961,0.0-15.0
7.713999512000001,0.0-15.0
1.896990139,0.0-15.0
2.067024275,15.0-30.0
9.734031055,0.0-15.0
1.378417368,0.0-15.0
0.0,0.0-15.0
11.25218088,0.0-15.0
5.8217780439999975,0.0-15.0
5.235495595,30.0-40.0
0.566845941,0.0-15.0
1.036456102,0.0-15.0
0.884950948,0.0-15.0
7.108204477,0.0-15.0
1.257407502,15.0-30.0
11.25502625,15.0-30.0
6.581266652999999,0.0-15.0
1.7819099669999998,0.0-15.0
4.28271464,70.0-85.0
12.51112995,0.0-15.0
3.311093961,15.0-30.0
