True Yield,Prediction_Ours_500
7.787908452,0.0-15.0
4.169292721,0.0-15.0
6.351542297,0.0-15.0
3.963450153,0.0-15.0
2.014671714,0.0-15.0
2.481415648,0.0-15.0
20.85782482,0.0-15.0
16.17382734,0.0-15.0
13.29271578,15.0-30.0
10.54082024,30.0-40.0
15.19452071,30.0-40.0
35.55504656,30.0-40.0
6.110691586,30.0-40.0
3.149733367,30.0-40.0
4.166287009,40.0-50.0
36.47724246,30.0-40.0
34.20844443,30.0-40.0
44.02752342,40.0-50.0
6.753074014,0.0-15.0
2.641901391,0.0-15.0
21.86178566,30.0-40.0
2.534585496,0.0-15.0
2.234092607,30.0-40.0
3.498335753,30.0-40.0
4.497312079,15.0-30.0
21.94834142,30.0-40.0
23.84150703,40.0-50.0
7.938107708,0.0-15.0
2.344713425,0.0-15.0
15.22347574,30.0-40.0
6.141106311,0.0-15.0
1.517636561,30.0-40.0
2.310618854,30.0-40.0
5.908085833,0.0-15.0
12.48635948,30.0-40.0
14.50083816,40.0-50.0
61.68885211,0.0-15.0
2.917168593,0.0-15.0
9.061926079,0.0-15.0
20.53476821,0.0-15.0
18.46342998,30.0-40.0
15.1458408,30.0-40.0
12.74466628,0.0-15.0
14.56258268,0.0-15.0
11.65114169,0.0-15.0
68.76495224,0.0-15.0
12.48383732,0.0-15.0
36.89391539,30.0-40.0
18.412337,40.0-50.0
49.30997149,40.0-50.0
63.26443611,40.0-50.0
20.39347896,40.0-50.0
30.758172,40.0-50.0
30.83522639,70.0-85.0
66.85191048,0.0-15.0
4.546243303,0.0-15.0
29.94942755,30.0-40.0
6.160292213,40.0-50.0
40.48243437,40.0-50.0
42.37662469,40.0-50.0
1.691952122,0.0-15.0
13.89042777,30.0-40.0
14.59032311,40.0-50.0
68.47251074,0.0-15.0
4.713893798,0.0-15.0
28.30443344,30.0-40.0
9.147761663,40.0-50.0
35.8579046,40.0-50.0
41.58551371,40.0-50.0
2.241763673,0.0-15.0
11.79076705,30.0-40.0
9.967076399,40.0-50.0
9.474964289,0.0-15.0
10.00638892,0.0-15.0
6.968929302,0.0-15.0
3.23775549,0.0-15.0
0.0,0.0-15.0
0.0,0.0-15.0
47.96214472,0.0-15.0
14.0670777,0.0-15.0
13.37572764,15.0-30.0
3.031273928,0.0-15.0
0.894637207,0.0-15.0
6.131625875,0.0-15.0
11.94269708,15.0-30.0
12.05436323,15.0-30.0
39.62688642,30.0-40.0
12.14875689,0.0-15.0
0.0,0.0-15.0
0.0,0.0-15.0
59.99235473,40.0-50.0
38.01577432,40.0-50.0
45.11238212,50.0-60.0
8.194090633,0.0-15.0
3.496970929,0.0-15.0
26.57993699,30.0-40.0
1.859601121,0.0-15.0
3.551606076,0.0-15.0
8.955957809,15.0-30.0
6.968372781,0.0-15.0
0.0,0.0-15.0
0.0,0.0-15.0
8.990373152,15.0-30.0
21.23653704,40.0-50.0
20.99661905,40.0-50.0
7.371601311,0.0-15.0
0.0,0.0-15.0
24.93118771,0.0-15.0
2.029011587,0.0-15.0
3.063860217,0.0-15.0
11.31144666,15.0-30.0
0.750246803,0.0-15.0
0.0,0.0-15.0
0.0,0.0-15.0
1.779970363,40.0-50.0
13.31813914,40.0-50.0
11.83956232,40.0-50.0
2.238996806,0.0-15.0
0.0,0.0-15.0
7.732563505,0.0-15.0
0.0,0.0-15.0
11.67138777,0.0-15.0
8.431077782,0.0-15.0
17.22825534,0.0-15.0
1.445871909,0.0-15.0
4.247160433,0.0-15.0
0.0,0.0-15.0
0.0,0.0-15.0
4.333466821,0.0-15.0
15.22072074,0.0-15.0
3.235819119,0.0-15.0
5.543745956,0.0-15.0
0.0,30.0-40.0
25.82773903,30.0-40.0
31.87466664,30.0-40.0
10.88472418,0.0-15.0
0.0,0.0-15.0
39.35843617,30.0-40.0
1.309393322,0.0-15.0
0.0,0.0-15.0
30.05876834,0.0-15.0
38.1181996,0.0-15.0
27.15209242,0.0-15.0
49.15752148,30.0-40.0
0.0,0.0-15.0
18.36789148,0.0-15.0
13.66378067,30.0-40.0
13.71916528,0.0-15.0
0.0,0.0-15.0
15.1222891,0.0-15.0
0.0,0.0-15.0
0.0,0.0-15.0
28.90716664,0.0-15.0
36.10795647,0.0-15.0
24.80297238,0.0-15.0
40.91094026,30.0-40.0
0.0,0.0-15.0
14.93339955,0.0-15.0
11.53765302,30.0-40.0
7.488530825,0.0-15.0
0.0,0.0-15.0
3.647451971,0.0-15.0
