True Yield,Prediction_Ours_500
2.475057616,15.0-30.0
0.456472494,15.0-30.0
0.339837285,15.0-30.0
0.0,0.0-15.0
0.0,30.0-40.0
0.0,30.0-40.0
0.948128865,15.0-30.0
0.940121626,15.0-30.0
0.828206999,30.0-40.0
2.663355036,15.0-30.0
0.655700656,40.0-50.0
2.942173839,40.0-50.0
0.0,40.0-50.0
0.0,40.0-50.0
0.0,70.0-85.0
0.924541619,40.0-50.0
0.668792684,60.0-70.0
1.18600639,70.0-85.0
1.022402294,15.0-30.0
0.0,30.0-40.0
1.100030526,40.0-50.0
0.0,40.0-50.0
0.0,50.0-60.0
0.0,70.0-85.0
0.297246729,40.0-50.0
0.345789289,50.0-60.0
0.605197064,70.0-85.0
1.705289038,15.0-30.0
0.0,30.0-40.0
0.862838268,40.0-50.0
0.380918213,30.0-40.0
0.0,40.0-50.0
0.0,70.0-85.0
0.230274449,30.0-40.0
0.316193405,40.0-50.0
0.364667905,70.0-85.0
1.856863727,0.0-15.0
0.0,15.0-30.0
0.0,15.0-30.0
2.064063489,15.0-30.0
1.299881507,15.0-30.0
0.844427684,15.0-30.0
0.47110416,0.0-15.0
0.43718104,15.0-30.0
0.389738186,15.0-30.0
2.060581853,15.0-30.0
0.529819216,40.0-50.0
3.500057239,40.0-50.0
1.112505085,15.0-30.0
1.102452884,40.0-50.0
1.402918235,40.0-50.0
0.39886034,30.0-40.0
0.695297498,40.0-50.0
0.97555089,70.0-85.0
0.862512473,15.0-30.0
0.0,40.0-50.0
1.581660756,70.0-85.0
0.51807887,15.0-30.0
0.682447226,40.0-50.0
0.81239337,40.0-50.0
0.0,30.0-40.0
0.0,30.0-40.0
0.354218547,70.0-85.0
1.858564029,15.0-30.0
0.0,30.0-40.0
2.018550488,40.0-50.0
1.262424529,15.0-30.0
0.85894734,30.0-40.0
1.068125406,40.0-50.0
0.0,15.0-30.0
0.338169234,30.0-40.0
0.355367929,40.0-50.0
1.729864191,15.0-30.0
0.377050084,15.0-30.0
0.275668441,15.0-30.0
0.121773863,0.0-15.0
0.0,0.0-15.0
0.0,0.0-15.0
1.208332351,30.0-40.0
0.542497492,40.0-50.0
0.44794504,40.0-50.0
1.468935867,0.0-15.0
0.0,0.0-15.0
0.0,0.0-15.0
2.579332416,30.0-40.0
0.321740184,40.0-50.0
0.857255308,70.0-85.0
0.970983294,0.0-15.0
0.0,30.0-40.0
0.0,40.0-50.0
2.048615833,60.0-70.0
0.96264489,60.0-70.0
