True Yield,Prediction_Ours_500
10.65781182,15.0-30.0
14.01864146,30.0-40.0
14.96739578,30.0-40.0
3.606676847,15.0-30.0
5.008760546,30.0-40.0
4.820162197,40.0-50.0
22.16644806,15.0-30.0
20.36096013,40.0-50.0
16.96531636,40.0-50.0
15.4176361,60.0-70.0
16.88486051,60.0-70.0
30.01215681,70.0-85.0
5.980979595,70.0-85.0
7.837919121,70.0-85.0
7.782359234,70.0-85.0
45.04873884,70.0-85.0
31.88044847,60.0-70.0
42.28229272,70.0-85.0
7.372693174,40.0-50.0
3.88663609,50.0-60.0
9.564949769,85.0-100.0
1.297818598,70.0-85.0
3.542495517,70.0-85.0
4.275083316,85.0-100.0
9.910073167,70.0-85.0
24.27358667,60.0-70.0
23.09132333,85.0-100.0
6.575127297,40.0-50.0
3.956885702,50.0-60.0
10.00188169,70.0-85.0
2.038853369,70.0-85.0
2.256359852,60.0-70.0
2.510510682,70.0-85.0
7.7649642,70.0-85.0
12.72121896,60.0-70.0
14.49254361,70.0-85.0
12.6512469,15.0-30.0
14.26895253,15.0-30.0
21.50977994,30.0-40.0
2.968869757,15.0-30.0
24.42152468,30.0-40.0
26.52646529,30.0-40.0
5.928429551,15.0-30.0
19.58685815,15.0-30.0
20.79893886,30.0-40.0
14.56538038,40.0-50.0
12.56300254,50.0-60.0
26.05284451,70.0-85.0
34.28672739,70.0-85.0
39.94694428,60.0-70.0
45.04099086,70.0-85.0
31.76101887,60.0-70.0
34.30918762,60.0-70.0
34.96627405,70.0-85.0
9.322132163,40.0-50.0
3.468901589,40.0-50.0
22.42347536,70.0-85.0
7.021683633,70.0-85.0
25.85124884,50.0-60.0
23.89038147,85.0-100.0
1.039364305,40.0-50.0
13.50296194,50.0-60.0
18.21528105,70.0-85.0
9.062775444,40.0-50.0
3.309805744,40.0-50.0
20.59737033,70.0-85.0
5.298717423,70.0-85.0
25.8434488,50.0-60.0
28.68684159,70.0-85.0
1.261091862,50.0-60.0
9.328786223,50.0-60.0
12.78013721,70.0-85.0
11.59050003,15.0-30.0
15.11582189,30.0-40.0
11.65330714,40.0-50.0
1.25144582,0.0-15.0
0.0,15.0-30.0
0.0,15.0-30.0
18.46507819,40.0-50.0
0.0,40.0-50.0
12.90070345,40.0-50.0
9.055172217,0.0-15.0
7.131859569,15.0-30.0
9.967512853,15.0-30.0
9.616112883,60.0-70.0
10.309392,60.0-70.0
23.76547665,70.0-85.0
10.05139356,40.0-50.0
0.330501293,50.0-60.0
0.419612341,70.0-85.0
21.18588073,60.0-70.0
26.29043032,60.0-70.0
28.72536954,70.0-85.0
8.912186757,15.0-30.0
4.385154303,40.0-50.0
14.03295033,60.0-70.0
3.167837071,60.0-70.0
2.874679313,60.0-70.0
4.68080841,85.0-100.0
2.887815395,40.0-50.0
0.0,40.0-50.0
0.413827697,70.0-85.0
8.171441334,60.0-70.0
16.06858475,50.0-60.0
14.2414228,85.0-100.0
6.945630993,15.0-30.0
0.871820746,40.0-50.0
7.387205125,50.0-60.0
1.918248424,60.0-70.0
3.399446884,60.0-70.0
7.259820865,70.0-85.0
1.069060713,15.0-30.0
0.0,40.0-50.0
0.299153601,50.0-60.0
1.831351486,50.0-60.0
9.550418032,50.0-60.0
10.68115857,70.0-85.0
3.449624718,15.0-30.0
0.432282788,30.0-40.0
6.92498784,50.0-60.0
0.0,15.0-30.0
17.36491347,30.0-40.0
18.14790513,40.0-50.0
11.13292009,15.0-30.0
2.550915003,15.0-30.0
10.78337463,15.0-30.0
0.522267307,0.0-15.0
0.757519124,0.0-15.0
16.82018282,0.0-15.0
16.76617673,0.0-15.0
13.87079949,15.0-30.0
18.97711675,15.0-30.0
0.0,60.0-70.0
24.21309665,50.0-60.0
28.1327933,60.0-70.0
13.02655322,30.0-40.0
0.747411772,40.0-50.0
22.894141,60.0-70.0
1.009269411,0.0-15.0
0.0,0.0-15.0
21.36830036,15.0-30.0
20.05913492,40.0-50.0
18.75584418,40.0-50.0
29.17558441,60.0-70.0
0.0,50.0-60.0
15.09367159,50.0-60.0
17.38451108,60.0-70.0
11.30133212,30.0-40.0
0.927604534,30.0-40.0
20.24596352,40.0-50.0
1.232632372,0.0-15.0
0.701552228,0.0-15.0
20.0833829,0.0-15.0
16.27214516,15.0-30.0
16.10027076,40.0-50.0
22.90680768,50.0-60.0
0.0,50.0-60.0
12.19056007,50.0-60.0
14.51047679,60.0-70.0
7.257395781,15.0-30.0
0.0,30.0-40.0
5.889073661,40.0-50.0
0.698318685,0.0-15.0
0.0,0.0-15.0
17.87933698,0.0-15.0
8.62455294,15.0-30.0
5.195732957,40.0-50.0
15.85078385,50.0-60.0
24.10905766,15.0-30.0
15.42545497,30.0-40.0
8.286467695,30.0-40.0
18.40035471,15.0-30.0
14.75153907,40.0-50.0
9.361658454,40.0-50.0
26.47105008,40.0-50.0
17.88950545,50.0-60.0
12.69227905,60.0-70.0
6.618305452,30.0-40.0
9.330486935,30.0-40.0
5.982836529,30.0-40.0
24.17024028,40.0-50.0
21.83853262,50.0-60.0
24.48223218,70.0-85.0
31.73318055,60.0-70.0
31.26129694,60.0-70.0
33.9312366,70.0-85.0
33.44709826,70.0-85.0
33.27025402,60.0-70.0
37.07516302,70.0-85.0
17.50108516,60.0-70.0
12.26279814,60.0-70.0
12.21708819,60.0-70.0
7.147036958,40.0-50.0
3.849200649,40.0-50.0
3.638207936,70.0-85.0
1.222906926,40.0-50.0
13.70204119,50.0-60.0
11.32681683,70.0-85.0
14.29478531,70.0-85.0
27.94500953,60.0-70.0
29.60669897,70.0-85.0
1.637827855,50.0-60.0
5.265059572,50.0-60.0
4.477162725,60.0-70.0
6.891124522,40.0-50.0
3.42165598,40.0-50.0
3.382805594,70.0-85.0
0.552049908,40.0-50.0
8.178111662,50.0-60.0
7.126598878,70.0-85.0
4.618730656,70.0-85.0
19.16223306,60.0-70.0
21.60119174,70.0-85.0
1.252505333,50.0-60.0
2.443106533,50.0-60.0
2.103607287,60.0-70.0
13.9614152,15.0-30.0
11.31960299,15.0-30.0
13.18136791,15.0-30.0
8.599290828,15.0-30.0
2.828738971,15.0-30.0
1.249008464,15.0-30.0
25.79234273,15.0-30.0
19.41980511,40.0-50.0
19.39344332,40.0-50.0
6.70191803,15.0-30.0
10.4860128,30.0-40.0
7.343376414,30.0-40.0
13.16893511,40.0-50.0
9.295516532,50.0-60.0
17.84178388,70.0-85.0
10.16290719,30.0-40.0
1.71151259,40.0-50.0
16.47949658,50.0-60.0
30.59884697,60.0-70.0
34.08344524,60.0-70.0
33.03637259,70.0-85.0
15.75654156,60.0-70.0
12.88972347,60.0-70.0
11.91198349,70.0-85.0
9.973367678,30.0-40.0
2.74121661,40.0-50.0
13.51164782,70.0-85.0
17.35437544,30.0-40.0
5.492602222,40.0-50.0
12.78962475,40.0-50.0
11.04036087,50.0-60.0
27.20831726,50.0-60.0
28.57251929,70.0-85.0
2.008708666,40.0-50.0
6.090802245,60.0-70.0
6.03417912,70.0-85.0
10.47269891,15.0-30.0
2.505489323,40.0-50.0
7.949590254,70.0-85.0
15.5615648,30.0-40.0
3.434831672,30.0-40.0
5.071740985,40.0-50.0
6.112603375,50.0-60.0
17.43734901,50.0-60.0
15.21649465,70.0-85.0
1.159391266,60.0-70.0
2.749074467,50.0-60.0
2.565604497,70.0-85.0
14.7478961,0.0-15.0
30.5912617,15.0-30.0
30.28625472,60.0-70.0
35.07866175,0.0-15.0
35.08872433,30.0-40.0
34.80628557,70.0-85.0
23.21156884,15.0-30.0
38.91690391,30.0-40.0
34.37725511,70.0-85.0
18.97417112,70.0-85.0
41.29698409,70.0-85.0
51.39708789,85.0-100.0
50.58289676,70.0-85.0
46.74711139,70.0-85.0
53.59986981,85.0-100.0
45.78100103,70.0-85.0
44.81754321,70.0-85.0
50.28665363,85.0-100.0
